CoverageChangePercent,CoveredLinesChange,TotalLinesChange
-0.2058097188635477,899,2117
0.003607855787635117,17,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
-27.157261798506287,-6251,-63
27.179257403461193,6244,38
0.0,0,0
0.0,0,0
0.0,0,0
-0.43872477332553284,-150,0
0.6344843718019938,217,0
-0.4332363401228584,-134,0
-15.706433882961527,-4858,1925
0.0,0,0
0.01091209963839379,4,2
-0.006077655451508512,0,10
